accession,tax_id,organism_name,common_name
GCA_002022865.1,9606,Homo sapiens,human
GCA_003113175.1,9606,Homo sapiens,human
GCA_003391775.1,9606,Homo sapiens,human
GCA_003112875.1,9606,Homo sapiens,human
GCA_003384745.1,9606,Homo sapiens,human
GCA_003113215.1,9606,Homo sapiens,human
GCA_003391525.1,9606,Homo sapiens,human
GCA_015144265.1,9606,Homo sapiens,human
GCA_015144885.1,9606,Homo sapiens,human
GCA_003391885.1,9606,Homo sapiens,human
GCA_003112955.1,9606,Homo sapiens,human
GCA_003112855.1,9606,Homo sapiens,human
GCA_003391825.1,9606,Homo sapiens,human
GCA_015146415.1,9606,Homo sapiens,human
GCA_015146695.1,9606,Homo sapiens,human
GCA_003112975.1,9606,Homo sapiens,human
GCA_003391855.1,9606,Homo sapiens,human
GCA_015145835.1,9606,Homo sapiens,human
GCA_002022825.1,9606,Homo sapiens,human
GCA_015146055.1,9606,Homo sapiens,human
GCA_002022845.1,9606,Homo sapiens,human
GCA_002022975.1,9606,Homo sapiens,human
GCA_003112835.1,9606,Homo sapiens,human
GCA_003382745.1,9606,Homo sapiens,human
GCA_015145265.1,9606,Homo sapiens,human
GCA_015145895.1,9606,Homo sapiens,human
GCA_015145705.1,9606,Homo sapiens,human
GCA_003112895.1,9606,Homo sapiens,human
GCA_003391745.1,9606,Homo sapiens,human
GCA_015145605.1,9606,Homo sapiens,human
GCA_001517065.1,9606,Homo sapiens,human
GCA_015146425.1,9606,Homo sapiens,human
GCA_015146715.1,9606,Homo sapiens,human
GCA_015146135.1,9606,Homo sapiens,human
GCA_015146015.1,9606,Homo sapiens,human
GCA_015146035.1,9606,Homo sapiens,human
GCA_015145855.1,9606,Homo sapiens,human
GCA_015145305.1,9606,Homo sapiens,human
GCA_002022805.1,9606,Homo sapiens,human
GCA_015145815.1,9606,Homo sapiens,human
GCA_015145645.1,9606,Homo sapiens,human
GCA_015145995.1,9606,Homo sapiens,human
GCA_002022525.1,9606,Homo sapiens,human
GCA_003391465.1,9606,Homo sapiens,human
GCA_015145245.1,9606,Homo sapiens,human
GCA_015146335.1,9606,Homo sapiens,human
GCA_015146575.1,9606,Homo sapiens,human
GCA_015145625.1,9606,Homo sapiens,human
GCA_015143905.1,9606,Homo sapiens,human
GCA_015144445.1,9606,Homo sapiens,human
GCA_015144615.1,9606,Homo sapiens,human
GCA_015145065.1,9606,Homo sapiens,human
GCA_003112935.1,9606,Homo sapiens,human
GCA_003391915.1,9606,Homo sapiens,human
GCA_015143805.1,9606,Homo sapiens,human
GCA_015144345.1,9606,Homo sapiens,human
GCA_002023025.1,9606,Homo sapiens,human
GCA_015144635.1,9606,Homo sapiens,human
GCA_015144505.1,9606,Homo sapiens,human
GCA_015143885.1,9606,Homo sapiens,human
GCA_015144005.1,9606,Homo sapiens,human
GCA_015146455.1,9606,Homo sapiens,human
GCA_015146155.1,9606,Homo sapiens,human
GCA_015146805.1,9606,Homo sapiens,human
GCA_015147095.1,9606,Homo sapiens,human
GCA_015143845.1,9606,Homo sapiens,human
GCA_015144425.1,9606,Homo sapiens,human
GCA_015145345.1,9606,Homo sapiens,human
GCA_015143765.1,9606,Homo sapiens,human
GCA_015145005.1,9606,Homo sapiens,human
GCA_015147165.1,9606,Homo sapiens,human
GCA_015144385.1,9606,Homo sapiens,human
GCA_015146845.1,9606,Homo sapiens,human
GCA_015144485.1,9606,Homo sapiens,human
GCA_015143865.1,9606,Homo sapiens,human
GCA_015125375.1,9606,Homo sapiens,human
GCA_015125015.1,9606,Homo sapiens,human
GCA_015144015.1,9606,Homo sapiens,human
GCA_015144585.1,9606,Homo sapiens,human
GCA_015144205.1,9606,Homo sapiens,human
GCA_015144865.1,9606,Homo sapiens,human
GCA_015143785.1,9606,Homo sapiens,human
GCA_015144365.1,9606,Homo sapiens,human
GCA_015145045.1,9606,Homo sapiens,human
GCA_015145425.1,9606,Homo sapiens,human
GCA_015144565.1,9606,Homo sapiens,human
GCA_015143985.1,9606,Homo sapiens,human
GCA_015144405.1,9606,Homo sapiens,human
GCA_015143825.1,9606,Homo sapiens,human
GCA_015144525.1,9606,Homo sapiens,human
GCA_015143945.1,9606,Homo sapiens,human
GCA_015143965.1,9606,Homo sapiens,human
GCA_015144545.1,9606,Homo sapiens,human
GCA_015145445.1,9606,Homo sapiens,human
GCA_015145085.1,9606,Homo sapiens,human
GCA_015145185.1,9606,Homo sapiens,human
GCA_015145525.1,9606,Homo sapiens,human
GCA_015145375.1,9606,Homo sapiens,human
GCA_015145025.1,9606,Homo sapiens,human
GCA_015143925.1,9606,Homo sapiens,human
GCA_015144465.1,9606,Homo sapiens,human
GCA_011801095.1,9606,Homo sapiens,human
GCA_015145935.1,9606,Homo sapiens,human
GCA_015146215.1,9606,Homo sapiens,human
GCA_001483685.1,9606,Homo sapiens,human
GCA_001483585.1,9606,Homo sapiens,human
GCA_001483605.1,9606,Homo sapiens,human
GCA_001500185.1,9606,Homo sapiens,human
GCA_000004845.2,9606,Homo sapiens,human
GCA_015144165.1,9606,Homo sapiens,human
GCA_015144765.1,9606,Homo sapiens,human
GCA_029237265.1,10090,Mus musculus,house mouse
GCA_029233705.1,10090,Mus musculus,house mouse
GCA_029233295.1,10090,Mus musculus,house mouse
GCA_029234015.1,10090,Mus musculus,house mouse
GCA_029237465.1,10090,Mus musculus,house mouse
GCA_029237485.1,10090,Mus musculus,house mouse
GCA_029255695.1,10090,Mus musculus,house mouse
GCA_029237445.1,10090,Mus musculus,house mouse
GCA_029255665.1,10090,Mus musculus,house mouse
GCA_029237185.1,10090,Mus musculus,house mouse
GCA_029233695.1,10090,Mus musculus,house mouse
GCA_029237205.1,10090,Mus musculus,house mouse
GCA_029236065.1,10090,Mus musculus,house mouse
GCA_029237225.1,10090,Mus musculus,house mouse
GCA_029237415.1,10090,Mus musculus,house mouse
GCA_029234525.1,10090,Mus musculus,house mouse
GCA_029234035.1,10090,Mus musculus,house mouse
GCA_029237405.1,10090,Mus musculus,house mouse
GCA_029233825.1,10090,Mus musculus,house mouse
GCA_029234005.1,10090,Mus musculus,house mouse
GCA_003774525.2,10090,Mus musculus,house mouse
GCA_018555405.1,9823,Sus scrofa,pig
GCA_019290145.1,9823,Sus scrofa,pig
GCA_021656055.1,9823,Sus scrofa,pig
GCA_001700165.1,9823,Sus scrofa,pig
GCA_001700295.1,9823,Sus scrofa,pig
GCA_001700575.1,9823,Sus scrofa,pig
GCA_001700135.1,9823,Sus scrofa,pig
GCA_001700215.1,9823,Sus scrofa,pig
GCA_001700255.1,9823,Sus scrofa,pig
GCA_001700155.1,9823,Sus scrofa,pig
GCA_001700235.1,9823,Sus scrofa,pig
GCA_001700195.1,9823,Sus scrofa,pig
GCA_000472085.2,9823,Sus scrofa,pig
GCA_000331475.1,9823,Sus scrofa,pig
GCA_029784025.1,9825,Sus scrofa domesticus,domestic pig
GCA_029890225.1,9825,Sus scrofa domesticus,domestic pig
GCA_029890215.1,9825,Sus scrofa domesticus,domestic pig
GCA_914753205.1,9913,Bos taurus,cattle
GCA_024542955.1,9913,Bos taurus,cattle
GCA_031771975.1,9615,Canis lupus familiaris,dog
GCA_004027395.1,9615,Canis lupus familiaris,dog
GCA_000331495.1,9615,Canis lupus familiaris,dog
GCA_011327655.1,9615,Canis lupus familiaris,dog
GCA_011634725.1,9615,Canis lupus familiaris,dog
GCA_000181415.1,9615,Canis lupus familiaris,dog
GCA_905319845.1,9612,Canis lupus,gray wolf
GCA_007922845.1,9612,Canis lupus,gray wolf
GCA_030222085.1,9544,Macaca mulatta,Rhesus monkey
GCA_030222105.1,9544,Macaca mulatta,Rhesus monkey
GCA_005453305.1,9544,Macaca mulatta,Rhesus monkey
GCA_005453525.2,9544,Macaca mulatta,Rhesus monkey
GCA_022702505.1,9940,Ovis aries,sheep
GCA_022702665.1,9940,Ovis aries,sheep
GCA_021328995.1,9940,Ovis aries,sheep
GCA_021327435.1,9940,Ovis aries,sheep
GCA_021327375.1,9940,Ovis aries,sheep
GCA_024222135.1,9940,Ovis aries,sheep
GCA_021325935.1,9940,Ovis aries,sheep
GCA_021325905.1,9940,Ovis aries,sheep
GCA_021326735.1,9940,Ovis aries,sheep
GCA_021328955.1,9940,Ovis aries,sheep
GCA_024222185.1,9940,Ovis aries,sheep
GCA_021327305.1,9940,Ovis aries,sheep
GCA_021327315.1,9940,Ovis aries,sheep
GCA_021326705.1,9940,Ovis aries,sheep
GCA_021325815.1,9940,Ovis aries,sheep
GCA_024256485.1,9940,Ovis aries,sheep
GCA_021327145.1,9940,Ovis aries,sheep
GCA_021326975.1,9940,Ovis aries,sheep
GCA_021327245.1,9940,Ovis aries,sheep
GCA_021325855.1,9940,Ovis aries,sheep
GCA_024256505.1,9940,Ovis aries,sheep
GCA_021327285.1,9940,Ovis aries,sheep
GCA_021325865.1,9940,Ovis aries,sheep
GCA_021325835.1,9940,Ovis aries,sheep
GCA_021327395.1,9940,Ovis aries,sheep
GCA_021325875.1,9940,Ovis aries,sheep
GCA_021327355.1,9940,Ovis aries,sheep
GCA_021327335.1,9940,Ovis aries,sheep
GCA_032433645.1,9940,Ovis aries,sheep
GCA_902985625.2,9541,Macaca fascicularis,crab-eating macaque
GCA_903231565.1,9541,Macaca fascicularis,crab-eating macaque
GCA_903645275.1,9541,Macaca fascicularis,crab-eating macaque
GCA_903645265.1,9541,Macaca fascicularis,crab-eating macaque
GCA_933851455.1,9541,Macaca fascicularis,crab-eating macaque
GCA_933666475.1,9541,Macaca fascicularis,crab-eating macaque
GCA_029814055.1,9796,Equus caballus,horse
GCA_029814075.1,9796,Equus caballus,horse
GCA_029784105.1,9796,Equus caballus,horse
GCA_029814095.1,9796,Equus caballus,horse
GCA_029814115.1,9796,Equus caballus,horse
GCA_029818875.1,9796,Equus caballus,horse
GCA_029784085.1,9796,Equus caballus,horse
GCA_000696655.1,9796,Equus caballus,horse
GCA_023213145.1,10036,Mesocricetus auratus,golden hamster
GCA_900186095.1,10029,Cricetulus griseus,Chinese hamster
GCA_026545065.1,10029,Cricetulus griseus,Chinese hamster
GCA_013340865.1,9685,Felis catus,domestic cat
GCA_030222145.1,9483,Callithrix jacchus,white-tufted-ear marmoset
GCA_030222185.1,9483,Callithrix jacchus,white-tufted-ear marmoset
GCA_009811775.1,9483,Callithrix jacchus,white-tufted-ear marmoset
GCA_002754865.1,9483,Callithrix jacchus,white-tufted-ear marmoset
GCA_001269965.1,9483,Callithrix jacchus,white-tufted-ear marmoset
GCA_000832365.1,9483,Callithrix jacchus,white-tufted-ear marmoset
GCA_004794615.1,89462,Bubalus bubalis,water buffalo
GCA_002993835.1,89462,Bubalus bubalis,water buffalo
GCA_000180995.3,89462,Bubalus bubalis,water buffalo
GCA_030269805.1,9915,Bos indicus,zebu cattle
GCA_030847515.1,9915,Bos indicus,zebu cattle
GCA_015251995.1,60711,Chlorocebus sabaeus,green monkey
GCA_009859225.1,9669,Mustela putorius furo,domestic ferret
GCA_010015535.1,9669,Mustela putorius furo,domestic ferret
GCA_009859175.1,9669,Mustela putorius furo,domestic ferret
GCA_009859215.1,9669,Mustela putorius furo,domestic ferret
GCA_009859245.1,9669,Mustela putorius furo,domestic ferret
GCA_009859265.1,9669,Mustela putorius furo,domestic ferret
GCA_009859235.1,9669,Mustela putorius furo,domestic ferret
GCA_010367565.1,9669,Mustela putorius furo,domestic ferret
GCA_010367575.1,9669,Mustela putorius furo,domestic ferret
GCA_009859125.1,9669,Mustela putorius furo,domestic ferret
GCA_918429305.1,9669,Mustela putorius furo,domestic ferret
GCA_920103865.1,9669,Mustela putorius furo,domestic ferret
GCA_902207235.1,9668,Mustela putorius,European polecat
GCA_902460205.1,9668,Mustela putorius,European polecat
GCA_902460215.1,9668,Mustela putorius,European polecat
GCA_902460255.1,9668,Mustela putorius,European polecat
GCA_902460245.1,9668,Mustela putorius,European polecat
GCA_902460195.1,9668,Mustela putorius,European polecat
GCA_902460225.1,9668,Mustela putorius,European polecat
GCA_902460235.1,9668,Mustela putorius,European polecat
GCA_902460175.1,9668,Mustela putorius,European polecat
GCA_902460185.1,9668,Mustela putorius,European polecat
GCA_030128855.1,9598,Pan troglodytes,chimpanzee
GCA_030128845.1,9598,Pan troglodytes,chimpanzee
GCA_000325845.1,9598,Pan troglodytes,chimpanzee
GCA_027917375.1,13616,Monodelphis domestica,gray short-tailed opossum
GCA_014060925.1,10181,Heterocephalus glaber,naked mole-rat
GCA_004006685.1,43179,Ictidomys tridecemlineatus,thirteen-lined ground squirrel
GCA_000181315.1,43179,Ictidomys tridecemlineatus,thirteen-lined ground squirrel
GCA_003033725.1,83772,Equus asinus asinus,
GCA_935104035.1,9837,Camelus bactrianus,Bactrian camel
GCA_000604445.1,9837,Camelus bactrianus,Bactrian camel
GCA_011762515.1,9739,Tursiops truncatus,common bottlenose dolphin
GCA_011762535.1,9739,Tursiops truncatus,common bottlenose dolphin
GCA_003314715.1,9739,Tursiops truncatus,common bottlenose dolphin
GCA_003435595.3,9739,Tursiops truncatus,common bottlenose dolphin
GCA_026167925.1,372063,Peromyscus maniculatus sonoriensis,
GCA_026229955.1,372063,Peromyscus maniculatus sonoriensis,
GCA_014108255.1,59479,Rhinolophus ferrumequinum,greater horseshoe bat
GCA_007922735.1,59479,Rhinolophus ferrumequinum,greater horseshoe bat
GCA_000465495.1,59479,Rhinolophus ferrumequinum,greater horseshoe bat
GCA_024703135.1,9995,Marmota monax,woodchuck
GCA_014533835.1,9995,Marmota monax,woodchuck
GCA_901343595.1,9995,Marmota monax,woodchuck
GCA_019348595.1,419130,Panthera tigris jacksoni,Malayan tiger
GCA_030178435.1,38626,Phascolarctos cinereus,koala
GCA_003287225.2,38626,Phascolarctos cinereus,koala
GCA_006459085.1,68408,Moschus berezovskii,Chinese forest musk deer
GCA_001640815.1,9838,Camelus dromedarius,Arabian camel
GCA_000767525.1,273913,Vicugna pacos huacaya,
GCA_028389975.1,9315,Notamacropus eugenii,tammar wallaby
GCA_004368595.1,447135,Myodes glareolus,Bank vole
GCA_902648505.1,9305,Sarcophilus harrisii,Tasmanian devil
GCA_902806745.1,447135,Myodes glareolus,Bank vole
GCA_020004485.1,79684,Microtus ochrogaster,prairie vole
GCA_900108605.1,452646,Neogale vison,American mink
GCA_007988765.1,9305,Sarcophilus harrisii,Tasmanian devil
GCA_000219685.1,9305,Sarcophilus harrisii,Tasmanian devil
GCA_000004035.1,9315,Notamacropus eugenii,tammar wallaby
GCA_001707965.1,10044,Phodopus sungorus,Djungarian hamster
GCA_001305785.1,447135,Myodes glareolus,Bank vole
GCA_030174185.1,9595,Gorilla gorilla gorilla,western lowland gorilla
GCA_030174155.1,9595,Gorilla gorilla gorilla,western lowland gorilla
GCA_030020305.1,9785,Loxodonta africana,African savanna elephant
GCA_024605085.1,9974,Manis javanica,Malayan pangolin
GCA_030077915.1,9785,Loxodonta africana,African savanna elephant
GCA_030078015.1,9785,Loxodonta africana,African savanna elephant
GCA_030077925.1,9785,Loxodonta africana,African savanna elephant
GCA_030078065.1,9785,Loxodonta africana,African savanna elephant
GCA_004026785.1,10047,Meriones unguiculatus,Mongolian gerbil
GCA_008131255.1,10047,Meriones unguiculatus,Mongolian gerbil
GCA_024610735.1,9643,Ursus americanus,American black bear
GCA_012070465.1,30522,Bos indicus x Bos taurus,hybrid cattle
GCA_012070485.1,30522,Bos indicus x Bos taurus,hybrid cattle
GCA_012070445.1,30522,Bos indicus x Bos taurus,hybrid cattle
GCA_012070475.1,30522,Bos indicus x Bos taurus,hybrid cattle
GCA_012069665.1,30522,Bos indicus x Bos taurus,hybrid cattle
GCA_002966995.1,9258,Ornithorhynchus anatinus,platypus
GCA_012070425.1,30522,Bos indicus x Bos taurus,hybrid cattle
GCA_004115175.2,9258,Ornithorhynchus anatinus,platypus
GCA_029941455.1,9749,Delphinapterus leucas,beluga whale
GCA_029941435.1,9749,Delphinapterus leucas,beluga whale
GCA_029941415.1,9749,Delphinapterus leucas,beluga whale
GCA_009917745.1,9749,Delphinapterus leucas,beluga whale
GCA_009917725.1,9749,Delphinapterus leucas,beluga whale
GCA_024610745.1,9643,Ursus americanus,American black bear
GCA_003344425.1,9643,Ursus americanus,American black bear
GCA_030077995.2,9783,Elephas maximus,Asiatic elephant
GCA_030077985.1,9783,Elephas maximus,Asiatic elephant
GCA_030077955.1,9783,Elephas maximus,Asiatic elephant
GCA_030077935.1,9783,Elephas maximus,Asiatic elephant
GCA_030077965.1,9783,Elephas maximus,Asiatic elephant
GCA_014332765.1,9783,Elephas maximus,Asiatic elephant
GCA_963422255.1,9870,Rangifer tarandus,reindeer
GCA_022457185.1,9870,Rangifer tarandus,reindeer
GCA_004026565.1,9870,Rangifer tarandus,reindeer
GCA_024166345.1,99487,Elephas maximus indicus,
GCA_014898785.1,191431,Rangifer tarandus granti,
GCA_902712895.1,86329,Rangifer tarandus tarandus,
GCA_030555615.1,10068,Acomys cahirinus,Egyptian spiny mouse
GCA_030247015.1,61622,Rhinopithecus roxellana,golden snub-nosed monkey
GCA_015472805.1,9407,Rousettus aegyptiacus,Egyptian rousette
GCA_004024865.1,9407,Rousettus aegyptiacus,Egyptian rousette
GCA_004027535.1,10068,Acomys cahirinus,Egyptian spiny mouse
GCA_017311355.1,30520,Bos frontalis,gayal
GCA_910593805.1,9860,Cervus elaphus,red deer
GCA_030170355.1,9601,Pongo abelii,Sumatran orangutan
GCA_030170345.1,9601,Pongo abelii,Sumatran orangutan
GCA_947095605.1,9600,Pongo pygmaeus,Bornean orangutan
GCA_023767775.1,9600,Pongo pygmaeus,Bornean orangutan
GCA_015852515.1,9261,Tachyglossus aculeatus,Australian echidna
GCA_004027435.1,9417,Artibeus jamaicensis,Jamaican fruit-eating bat
GCA_029215635.1,9716,Mirounga angustirostris,Northern elephant seal
GCA_029215605.1,9716,Mirounga angustirostris,Northern elephant seal
GCA_030020945.1,143292,Manis pentadactyla,Chinese pangolin
GCA_024244205.1,143292,Manis pentadactyla,Chinese pangolin
GCA_029890035.1,9764,Eschrichtius robustus,grey whale
GCA_028021475.1,9764,Eschrichtius robustus,grey whale
GCA_030142675.1,494514,Vulpes lagopus,Arctic fox
GCA_018835635.1,494514,Vulpes lagopus,Arctic fox
GCA_007646595.3,72004,Bos mutus,wild yak
GCA_004023825.1,494514,Vulpes lagopus,Arctic fox
GCA_004363415.1,9764,Eschrichtius robustus,grey whale
GCA_004023865.1,9716,Mirounga angustirostris,Northern elephant seal
GCA_000738955.1,143292,Manis pentadactyla,Chinese pangolin
GCA_002189225.1,9764,Eschrichtius robustus,grey whale
GCA_002738545.1,9764,Eschrichtius robustus,grey whale
GCA_014726795.1,9874,Odocoileus virginianus,white-tailed deer
GCA_005406085.2,300877,Prionailurus bengalensis euptilurus,Amur leopard cat
GCA_018119505.1,37029,Prionailurus bengalensis,leopard cat
GCA_030221875.1,9597,Pan paniscus,pygmy chimpanzee
GCA_030221915.1,61853,Nomascus leucogenys,northern white-cheeked gibbon
GCA_030221885.1,9597,Pan paniscus,pygmy chimpanzee
GCA_030222095.1,61853,Nomascus leucogenys,northern white-cheeked gibbon
GCA_024803775.1,10013,Thomomys bottae,Botta's pocket gopher
GCA_000765075.1,9923,Capra aegagrus,wild goat
GCA_000164825.1,9978,Ochotona princeps,American pika
GCA_024363575.2,38669,Perognathus longimembris,little pocket mouse
GCA_024363435.2,38669,Perognathus longimembris,little pocket mouse
GCA_003121645.1,30527,Ovis ammon,argali
GCA_020395145.1,1706337,Neophocaena asiaeorientalis asiaeorientalis,Yangtze finless porpoise
GCA_006410595.1,30527,Ovis ammon,argali
GCA_004363475.1,214514,Perognathus longimembris pacificus,Pacific pocket mouse
GCA_014364545.1,378754,Ursus thibetanus japonicus,Japanese black bear
GCA_004115125.1,9877,Odocoileus hemionus hemionus,
GCA_003697985.1,9878,Odocoileus hemionus sitkensis,
GCA_023762875.2,9515,Sapajus apella,tufted capuchin
GCA_011762545.1,61156,Arvicanthis niloticus,Nile rat
GCA_011750645.1,61156,Arvicanthis niloticus,Nile rat
GCA_009762295.2,9704,Zalophus californianus,California sea lion
GCA_027595995.1,42254,Sorex araneus,European shrew
GCA_937001455.1,9733,Orcinus orca,killer whale
GCA_004027145.1,31869,Daubentonia madagascariensis,aye-aye
GCA_902653095.1,9657,Lutra lutra,Eurasian river otter
GCA_004024565.1,9704,Zalophus californianus,California sea lion
GCA_009822645.1,51338,Castor canadensis,American beaver
GCA_004027675.1,51338,Castor canadensis,American beaver
GCA_007570765.1,9852,Alces alces,Eurasian elk
GCA_026770645.1,89252,Equus quagga burchellii,Burchell's zebra
GCA_004027255.2,482537,Galeopterus variegatus,Sunda flying lemur
GCA_012313985.1,9689,Panthera leo,lion
GCA_004026985.1,51298,Myotis myotis,
GCA_022120495.1,9515,Sapajus apella,tufted capuchin
GCA_000241425.1,31869,Daubentonia madagascariensis,aye-aye
GCA_900168385.1,51338,Castor canadensis,American beaver
GCA_004026225.1,53275,Rhizomys pruinosus,hoary bamboo rat
GCA_004027065.2,9833,Hippopotamus amphibius,hippopotamus
GCA_002995585.1,9833,Hippopotamus amphibius,hippopotamus
GCA_030028035.1,575201,Hippopotamus amphibius kiboko,
GCA_922990625.1,9662,Meles meles,Eurasian badger
GCA_030222135.1,37293,Aotus nancymaae,Ma's night monkey
GCA_028537755.1,100895,Microtus californicus,California vole
GCA_030222175.1,37293,Aotus nancymaae,Ma's night monkey
GCA_020740595.1,9447,Lemur catta,Ring-tailed lemur
GCA_005190385.3,40151,Monodon monoceros,narwhal
GCA_014049915.1,89673,Phyllostomus discolor,pale spear-nosed bat
GCA_023759835.1,9447,Lemur catta,Ring-tailed lemur
GCA_030122605.1,37293,Aotus nancymaae,Ma's night monkey
GCA_027595915.1,9440,Antrozous pallidus,pallid bat
GCA_024711525.1,94247,Dipodomys merriami,Merriam's kangaroo rat
GCA_020740715.1,51337,Jaculus jaculus,lesser Egyptian jerboa
GCA_030848815.1,9438,Tadarida brasiliensis,Brazilian free-tailed bat
GCA_027406535.1,9470,Nycticebus coucang,slow loris
GCA_004115245.2,89673,Phyllostomus discolor,pale spear-nosed bat
GCA_949987525.1,9728,Delphinus delphis,saddleback dolphin
GCA_029941395.1,40151,Monodon monoceros,narwhal
GCA_011100645.1,9337,Trichosurus vulpecula,common brushtail
GCA_902685475.1,30640,Sciurus carolinensis,gray squirrel
GCA_019395325.1,33562,Dromiciops gliroides,monito del monte
GCA_030013775.1,127582,Trichechus manatus latirostris,Florida manatee
GCA_008658375.2,9771,Balaenoptera musculus,Blue whale
GCA_903992515.1,59474,Pipistrellus pipistrellus,common pipistrelle
GCA_950005055.1,9767,Balaenoptera acutorostrata,minke whale
GCA_004024905.1,9802,Tapirus indicus,Asiatic tapir
GCA_004024665.1,9447,Lemur catta,Ring-tailed lemur
GCA_950295305.1,9365,Erinaceus europaeus,western European hedgehog
GCA_022079275.1,61384,Lynx rufus,bobcat
GCA_002215935.2,48139,Psammomys obesus,fat sand rat
GCA_011751665.1,68415,Moschus moschiferus,Siberian musk deer
GCA_004027045.1,40151,Monodon monoceros,narwhal
GCA_004026685.1,40151,Monodon monoceros,narwhal
GCA_004027105.1,43780,Nasalis larvatus,proboscis monkey
GCA_020004445.1,30640,Sciurus carolinensis,gray squirrel
GCA_004026625.1,59474,Pipistrellus pipistrellus,common pipistrelle
GCA_004363705.1,27615,Kogia breviceps,pygmy sperm whale
GCA_004025005.1,9438,Tadarida brasiliensis,Brazilian free-tailed bat
GCA_024323085.1,33562,Dromiciops gliroides,monito del monte
GCA_004027815.1,9470,Nycticebus coucang,slow loris
GCA_007922775.1,9440,Antrozous pallidus,pallid bat
GCA_005125345.1,40151,Monodon monoceros,narwhal
GCA_000181395.1,9365,Erinaceus europaeus,western European hedgehog
GCA_004363935.1,48723,Pontoporia blainvillei,franciscana
GCA_020826835.1,77932,Diceros bicornis minor,
GCA_004027315.2,9805,Diceros bicornis,black rhinoceros
GCA_013634535.1,77932,Diceros bicornis minor,
GCA_030556185.1,310714,Diceros bicornis michaeli,
GCA_006410715.1,1049777,Enhydra lutris nereis,
GCA_030020955.1,29137,Dugong dugon,dugong
GCA_028536395.1,159337,Myotis yumanensis,
GCA_026230055.1,124745,Corynorhinus townsendii,Townsend's big-eared bat
GCA_023761135.1,9590,Symphalangus syndactylus,siamang
GCA_028571665.1,77598,Heterohyrax brucei,yellow-spotted hyrax
GCA_902500845.1,9970,Syncerus caffer,African buffalo
GCA_963242275.1,98922,Myotis daubentonii,Daubenton's bat
GCA_031878685.1,175524,Hipposideros larvatus,
GCA_028500835.1,34844,Erethizon dorsatum,North American porcupine
GCA_023853755.1,48850,Tamandua tetradactyla,southern tamandua
GCA_900500725.1,37190,Arctocephalus gazella,antarctic fur seal
GCA_015220265.1,27675,Choloepus didactylus,southern two-toed sloth
GCA_947179525.1,10129,Apodemus sylvaticus,European woodmouse
GCA_028018655.1,61452,Neofelis nebulosa,Clouded leopard
GCA_009764325.1,54180,Trachypithecus francoisi,Francois's langur
GCA_963455355.1,29065,Martes martes,European pine marten
GCA_902685485.1,55149,Sciurus vulgaris,Eurasian red squirrel
GCA_003521335.2,103600,Sousa chinensis,Indo-pacific humpbacked dolphin
GCA_905400935.1,29137,Dugong dugon,dugong
GCA_023783495.1,9568,Mandrillus leucophaeus,drill
GCA_004023905.1,37032,Suricata suricatta,meerkat
GCA_963455345.1,9731,Globicephala melas,long-finned pilot whale
GCA_008692045.1,42100,Phocoena sinus,vaquita
GCA_006547115.1,34844,Erethizon dorsatum,North American porcupine
GCA_004024725.1,9460,Cheirogaleus medius,Lesser dwarf lemur
GCA_021018645.1,9891,Antilocapra americana,pronghorn
GCA_027422525.1,61452,Neofelis nebulosa,Clouded leopard
GCA_006408525.1,9886,Muntiacus reevesi,Reeves' muntjac
GCA_004023805.1,9690,Panthera onca,jaguar
GCA_004027515.2,9891,Antilocapra americana,pronghorn
GCA_002443075.1,43332,Elaphurus davidianus,Pere David's deer
GCA_006408785.2,9970,Syncerus caffer,African buffalo
GCA_004023945.1,95912,Hyaena hyaena,striped hyena
GCA_004027005.1,39082,Muscardinus avellanarius,hazel dormouse
GCA_963383665.1,39082,Muscardinus avellanarius,hazel dormouse
GCA_022533635.2,37176,Ovibos moschatus,muskox
GCA_018119265.1,61388,Prionailurus viverrinus,fishing cat
GCA_004027335.1,9538,Erythrocebus patas,red guenon
GCA_004027755.1,9514,Cebus albifrons,white-fronted capuchin
GCA_004765945.2,358128,Phataginus tricuspis,Tree pangolin
GCA_015147995.1,29137,Dugong dugon,dugong
GCA_004025105.1,48850,Tamandua tetradactyla,southern tamandua
GCA_004026725.1,38674,Onychomys torridus,southern grasshopper mouse
GCA_030267925.1,83653,Grampus griseus,Risso's dolphin
GCA_015708975.1,9654,Procyon lotor,raccoon
GCA_022457235.1,9849,Tragulus javanicus,Java mouse-deer
GCA_019843795.1,10112,Mastomys natalensis,African soft-furred rat
GCA_014189835.1,10149,Hydrochoerus hydrochaeris,capybara
GCA_004027855.1,27675,Choloepus didactylus,southern two-toed sloth
GCA_000465345.1,9413,Megaderma lyra,Indian false vampire
GCA_008795845.1,9770,Balaenoptera physalus,Fin whale
GCA_003071005.2,9742,Phocoena phocoena,harbor porpoise
GCA_001305905.1,10129,Apodemus sylvaticus,European woodmouse
GCA_024509225.1,2888765,Gulo gulo luscus,American wolverine
GCA_023973185.1,2888765,Gulo gulo luscus,American wolverine
GCA_002844835.1,310712,Dicerorhinus sumatrensis sumatrensis,
GCA_002901085.1,1906353,Solenodon paradoxus woodi,
GCA_900006375.2,48420,Gulo gulo,wolverine
GCA_028554675.1,61408,Otocolobus manul,Pallas's cat
GCA_028017805.1,2746895,Balaenoptera ricei,Rice's whale
GCA_024362865.1,9691,Panthera pardus,leopard
